timestamp,signalId,gameId,signal
2025-12-01T23:30:21.329Z,signal:1764631920298:6io6gkddf,0194b479-654d-70bd-ac50-9c5a9b4d14c5,6
2025-12-01T23:30:21.329Z,signal:1764631872650:h4oh5p4vv,0194b479-654d-70bd-ac50-9c5a9b4d14c5,1
2025-12-01T23:30:21.329Z,signal:1764631820832:9gsymp44q,0194b479-654d-70bd-ac50-9c5a9b4d14c5,9
2025-12-01T23:30:21.329Z,signal:1764631770361:vi0smgi03,0194b479-654d-70bd-ac50-9c5a9b4d14c5,22
2025-12-01T23:30:21.329Z,signal:1764631720313:a1conue62,0194b479-654d-70bd-ac50-9c5a9b4d14c5,7
2025-12-01T23:30:21.329Z,signal:1764631669443:2ixvfna41,0194b479-654d-70bd-ac50-9c5a9b4d14c5,11
2025-12-01T23:30:21.329Z,signal:1764631620824:bt6kt2kyc,0194b479-654d-70bd-ac50-9c5a9b4d14c5,6
2025-12-01T23:30:21.329Z,signal:1764631570172:gwipfb4hc,0194b479-654d-70bd-ac50-9c5a9b4d14c5,4
2025-12-01T23:30:21.329Z,signal:1764631517523:78adjcl53,0194b479-654d-70bd-ac50-9c5a9b4d14c5,3
2025-12-01T23:30:21.329Z,signal:1764631469566:x46k9jgiu,0194b479-654d-70bd-ac50-9c5a9b4d14c5,32
2025-12-01T23:30:50.905Z,signal:1764631970089:xsmu44eu1,0194b479-654d-70bd-ac50-9c5a9b4d14c5,11
2025-12-01T23:31:40.968Z,signal:1764632017126:f3uhmrqtq,0194b479-654d-70bd-ac50-9c5a9b4d14c5,16
2025-12-01T23:32:20.992Z,signal:1764632061300:ei3128erx,0194b479-654d-70bd-ac50-9c5a9b4d14c5,16
2025-12-01T23:33:16.096Z,signal:1764632112882:hf3xnjdb6,0194b479-654d-70bd-ac50-9c5a9b4d14c5,28
2025-12-01T23:34:06.135Z,signal:1764632165275:29jus5lb2,0194b479-654d-70bd-ac50-9c5a9b4d14c5,22
2025-12-01T23:34:56.187Z,signal:1764632213759:6t488tdh4,0194b479-654d-70bd-ac50-9c5a9b4d14c5,16
2025-12-01T23:35:46.256Z,signal:1764632266431:czy05ktcg,0194b479-654d-70bd-ac50-9c5a9b4d14c5,9
2025-12-01T23:36:36.308Z,signal:1764632316078:u3u3zi7u7,0194b479-654d-70bd-ac50-9c5a9b4d14c5,21
2025-12-01T23:37:26.373Z,signal:1764632365391:9rtt0atgt,0194b479-654d-70bd-ac50-9c5a9b4d14c5,5
2025-12-01T23:38:16.391Z,signal:1764632416983:mwxnd8bfd,0194b479-654d-70bd-ac50-9c5a9b4d14c5,16
2025-12-01T23:39:16.471Z,signal:1764632472985:0etvp48b0,0194b479-654d-70bd-ac50-9c5a9b4d14c5,4
2025-12-01T23:40:06.544Z,signal:1764632524650:thuvwlc85,0194b479-654d-70bd-ac50-9c5a9b4d14c5,6
2025-12-01T23:40:56.618Z,signal:1764632576428:x5o4el7e6,0194b479-654d-70bd-ac50-9c5a9b4d14c5,10
2025-12-01T23:41:46.687Z,signal:1764632623466:ojy7erlbo,0194b479-654d-70bd-ac50-9c5a9b4d14c5,35
2025-12-01T23:42:36.774Z,signal:1764632675553:gs3juvbcv,0194b479-654d-70bd-ac50-9c5a9b4d14c5,3
2025-12-01T23:43:26.837Z,signal:1764632725165:f4g3bcent,0194b479-654d-70bd-ac50-9c5a9b4d14c5,16
2025-12-01T23:44:16.879Z,signal:1764632773957:imk3eey2d,0194b479-654d-70bd-ac50-9c5a9b4d14c5,10
2025-12-01T23:45:06.892Z,signal:1764632823732:wcqxnjlfh,0194b479-654d-70bd-ac50-9c5a9b4d14c5,14
2025-12-01T23:45:56.909Z,signal:1764632874256:fyzxlc2xb,0194b479-654d-70bd-ac50-9c5a9b4d14c5,9
2025-12-01T23:46:46.925Z,signal:1764632926276:cr6sbmc8k,0194b479-654d-70bd-ac50-9c5a9b4d14c5,32
2025-12-01T23:47:41.950Z,signal:1764632981465:0cj1xfrvn,0194b479-654d-70bd-ac50-9c5a9b4d14c5,21
2025-12-01T23:48:31.995Z,signal:1764633030981:uvhua2374,0194b479-654d-70bd-ac50-9c5a9b4d14c5,0
2025-12-01T23:49:32.034Z,signal:1764633090716:03jx9oglw,0194b479-654d-70bd-ac50-9c5a9b4d14c5,19
2025-12-01T23:50:22.080Z,signal:1764633142539:79asmnh99,0194b479-654d-70bd-ac50-9c5a9b4d14c5,33
2025-12-01T23:51:17.776Z,signal:1764633197918:fxotiqv9w,0194b479-654d-70bd-ac50-9c5a9b4d14c5,15
2025-12-01T23:52:17.703Z,signal:1764633253774:6d1t7886r,0194b479-654d-70bd-ac50-9c5a9b4d14c5,15
2025-12-01T23:53:07.736Z,signal:1764633305166:f94torxhr,0194b479-654d-70bd-ac50-9c5a9b4d14c5,2
2025-12-01T23:54:05.924Z,signal:1764633355613:3stpyjn8h,0194b479-654d-70bd-ac50-9c5a9b4d14c5,13
2025-12-01T23:54:45.547Z,signal:1764633401376:ex9ty0joy,0194b479-654d-70bd-ac50-9c5a9b4d14c5,34
