timestamp,signalId,gameId,signal
2025-11-01T22:17:01.741Z,signal:1762035398301:yel3fadm0,0194b473-c347-752f-9eaf-783721339479,20
2025-11-01T22:17:01.741Z,signal:1762035365370:judhw03ib,0194b473-c347-752f-9eaf-783721339479,31
2025-11-01T22:17:01.741Z,signal:1762035333643:tedddcng6,0194b473-c347-752f-9eaf-783721339479,27
2025-11-01T22:17:01.741Z,signal:1762035303579:7li8bbn6i,0194b473-c347-752f-9eaf-783721339479,1
2025-11-01T22:17:01.741Z,signal:1762035272791:tzj6cppj7,0194b473-c347-752f-9eaf-783721339479,22
2025-11-01T22:17:01.741Z,signal:1762035241479:hmxgpjpii,0194b473-c347-752f-9eaf-783721339479,32
2025-11-01T22:17:01.741Z,signal:1762035207908:r2hmntzs8,0194b473-c347-752f-9eaf-783721339479,31
2025-11-01T22:17:01.741Z,signal:1762035175763:wq5s0dxf2,0194b473-c347-752f-9eaf-783721339479,27
2025-11-01T22:17:01.741Z,signal:1762035144425:t57750l5d,0194b473-c347-752f-9eaf-783721339479,29
2025-11-01T22:17:01.741Z,signal:1762035109789:wxycyx1rc,0194b473-c347-752f-9eaf-783721339479,24
2025-11-01T22:17:26.515Z,signal:1762035433792:japl54xys,0194b473-c347-752f-9eaf-783721339479,16
2025-11-01T22:17:56.552Z,signal:1762035466726:zefrwmdog,0194b473-c347-752f-9eaf-783721339479,3
2025-11-01T22:18:31.891Z,signal:1762035499787:nqrpkyemc,0194b473-c347-752f-9eaf-783721339479,27
2025-11-01T22:19:01.667Z,signal:1762035531403:n8c9nnrg0,0194b473-c347-752f-9eaf-783721339479,1
2025-11-01T22:19:31.697Z,signal:1762035562023:g9b7ahpps,0194b473-c347-752f-9eaf-783721339479,32
2025-11-01T22:20:06.753Z,signal:1762035593244:50oc30zo2,0194b473-c347-752f-9eaf-783721339479,5
2025-11-01T22:20:41.809Z,signal:1762035628295:15bnrtxqg,0194b473-c347-752f-9eaf-783721339479,16
2025-11-01T22:21:11.859Z,signal:1762035661903:063bgkeh3,0194b473-c347-752f-9eaf-783721339479,24
2025-11-01T22:21:46.905Z,signal:1762035696326:qc10izagq,0194b473-c347-752f-9eaf-783721339479,16
2025-11-01T22:22:16.945Z,signal:1762035723972:crvm12dla,0194b473-c347-752f-9eaf-783721339479,19
2025-11-01T22:22:51.997Z,signal:1762035760662:7416jeoqt,0194b473-c347-752f-9eaf-783721339479,8
2025-11-01T22:23:22.049Z,signal:1762035791252:cbg0aikdk,0194b473-c347-752f-9eaf-783721339479,2
2025-11-01T22:23:57.096Z,signal:1762035826992:jgbbt2cpm,0194b473-c347-752f-9eaf-783721339479,21
2025-11-01T22:24:27.117Z,signal:1762035854908:iglfagb5e,0194b473-c347-752f-9eaf-783721339479,27
2025-11-01T22:24:57.173Z,signal:1762035886303:nbgvf297n,0194b473-c347-752f-9eaf-783721339479,2
2025-11-01T22:25:27.209Z,signal:1762035914995:4q5hoe756,0194b473-c347-752f-9eaf-783721339479,14
2025-11-01T22:25:57.234Z,signal:1762035944391:w056txgrs,0194b473-c347-752f-9eaf-783721339479,17
2025-11-01T22:26:22.246Z,signal:1762035970895:rlhexvvne,0194b473-c347-752f-9eaf-783721339479,33
2025-11-01T22:26:52.282Z,signal:1762035999953:4mkrgjarr,0194b473-c347-752f-9eaf-783721339479,3
2025-11-01T22:27:22.343Z,signal:1762036030245:xoind0ifl,0194b473-c347-752f-9eaf-783721339479,4
2025-11-01T22:27:52.396Z,signal:1762036061882:9b4am8qnw,0194b473-c347-752f-9eaf-783721339479,20
2025-11-01T22:28:17.432Z,signal:1762036087491:z98chamnh,0194b473-c347-752f-9eaf-783721339479,9
2025-11-01T22:28:52.491Z,signal:1762036118525:8r28g6ene,0194b473-c347-752f-9eaf-783721339479,17
2025-11-01T22:29:22.553Z,signal:1762036148570:14tqgvkrv,0194b473-c347-752f-9eaf-783721339479,8
2025-11-01T22:29:47.580Z,signal:1762036176803:2u452p597,0194b473-c347-752f-9eaf-783721339479,3
2025-11-01T22:30:22.632Z,signal:1762036208248:y7ahz29p1,0194b473-c347-752f-9eaf-783721339479,1
2025-11-01T22:30:47.684Z,signal:1762036236153:olu5pr97e,0194b473-c347-752f-9eaf-783721339479,19
2025-11-01T22:31:17.724Z,signal:1762036263582:7i3dqt5ln,0194b473-c347-752f-9eaf-783721339479,30
2025-11-01T22:31:42.762Z,signal:1762036292867:l1k603wbi,0194b473-c347-752f-9eaf-783721339479,13
2025-11-01T22:32:12.816Z,signal:1762036320668:o67u1z5ha,0194b473-c347-752f-9eaf-783721339479,18
2025-11-01T22:32:42.848Z,signal:1762036351866:m5ynzgi1h,0194b473-c347-752f-9eaf-783721339479,0
2025-11-01T22:33:07.879Z,signal:1762036377892:yje1vknm1,0194b473-c347-752f-9eaf-783721339479,13
2025-11-01T22:33:42.937Z,signal:1762036409206:wesyj46ww,0194b473-c347-752f-9eaf-783721339479,13
2025-11-01T22:34:07.976Z,signal:1762036438355:0v1xp7blt,0194b473-c347-752f-9eaf-783721339479,34
2025-11-01T22:34:38.025Z,signal:1762036468205:zkfm2ksx3,0194b473-c347-752f-9eaf-783721339479,36
2025-11-01T22:35:13.092Z,signal:1762036499999:j6ke682ss,0194b473-c347-752f-9eaf-783721339479,17
2025-11-01T22:35:43.152Z,signal:1762036531972:8lbjek3nw,0194b473-c347-752f-9eaf-783721339479,19
2025-11-01T22:36:13.205Z,signal:1762036563064:xgd7mjlf5,0194b473-c347-752f-9eaf-783721339479,12
2025-11-01T22:36:43.272Z,signal:1762036593466:mivtom8bu,0194b473-c347-752f-9eaf-783721339479,30
2025-11-01T22:37:13.311Z,signal:1762036623094:q5ovhlz6i,0194b473-c347-752f-9eaf-783721339479,16
2025-11-01T22:37:43.352Z,signal:1762036653340:pgygtfh7k,0194b473-c347-752f-9eaf-783721339479,1
2025-11-01T22:38:13.393Z,signal:1762036682164:tfblxgdaz,0194b473-c347-752f-9eaf-783721339479,14
2025-11-01T22:38:43.443Z,signal:1762036710750:q4g6s6fkt,0194b473-c347-752f-9eaf-783721339479,6
2025-11-01T22:39:13.499Z,signal:1762036742012:vyynxvzxc,0194b473-c347-752f-9eaf-783721339479,21
2025-11-01T22:39:43.549Z,signal:1762036773234:gdkuw1my7,0194b473-c347-752f-9eaf-783721339479,11
2025-11-01T22:40:13.605Z,signal:1762036800937:0zvl8uosc,0194b473-c347-752f-9eaf-783721339479,32
2025-11-01T22:40:43.656Z,signal:1762036830514:c8e9d6yfg,0194b473-c347-752f-9eaf-783721339479,6
2025-11-01T22:41:13.715Z,signal:1762036860276:dqumyrsjo,0194b473-c347-752f-9eaf-783721339479,26
2025-11-01T22:41:43.761Z,signal:1762036889663:wbbnfnzbz,0194b473-c347-752f-9eaf-783721339479,21
2025-11-01T22:42:08.797Z,signal:1762036919225:zezaz4rrb,0194b473-c347-752f-9eaf-783721339479,19
2025-11-01T22:42:43.855Z,signal:1762036952317:i356qnrrg,0194b473-c347-752f-9eaf-783721339479,18
2025-11-01T22:43:18.899Z,signal:1762036984407:4vp8dup8l,0194b473-c347-752f-9eaf-783721339479,18
